Regression,,,,,,
Regression Model,Linear,,,,,
,,,,,,
LINEST raw output,,,,,,
0.466016326508623,21.6711235235169,,,,,
0.269513681186967,1.15068016453925,,,,,
0.018121058546531,6.32470086690088,,,,,
2.98978963760274,162,,,,,
119.597089873593,6480.29825103583,,,,,
,,,,,,
Regression Statistics,,,,,,
R^2,0.018121058546531,,,,,
Standard Error,6.32470086690088,,,,,
Count of X variables,1,,,,,
Observations,164,,,,,
Adjusted R^2,0.012060077426447,,,,,
,,,,,,
Analysis of Variance (ANOVA),,,,,,
,df,SS,MS,F,Significance F,
Regression,1,119.597089873593,119.597089873593,2.98978963760274,0.085696035592554,
Residual,162,6480.29825103583,40.0018410557767,,,
Total,163,6599.89534090942,,,,
,,,,,,
Confidence level,0.95,,,,,
,,,,,,
,Coefficients,Standard Error,t-Statistic,P-value,Lower 95%,Upper 95%
Intercept,21.6711235235169,1.15068016453925,18.83331632139,1.19075806366306E-42,19.3988572380518,23.9433898089819
log_count,0.466016326508623,0.269513681186967,1.7291008176514,0.085696035592554,-0.06619659425371,0.998229247270957
,,,,,,
log_count,Predicted Y,avg_score,Residual,,,
4.75359019110636,23.8863741621037,21.7768052516411,-2.10956891046253,,,
6.54391184556479,24.7206932827832,19.1397590361446,-5.58093424663865,,,
5.80513496891649,24.3764111966181,26.8382066276803,2.46179543106224,,,
2.56494935746154,22.8664318007617,23,0.133568199238258,,,
1.94591014905531,22.5779494228955,21.1860465116279,-1.39190291126756,,,
2.30258509299405,22.7441657700275,22.6206896551724,-0.123476114855052,,,
2.83321334405622,22.9914471983292,23.2763157894737,0.284868591144534,,,
6.65544035036765,24.7726673868925,26.1375,1.36483261310754,,,
3.04452243772342,23.0899206859178,19.0545454545455,-4.03537523137236,,,
5.63478960316925,24.2970274750348,25.8645833333333,1.56755585829855,,,
5.35658627467201,24.167380181866,19.3101449275362,-4.85723525432979,,,
5.26785815906333,24.126031431372,26.5007949125596,2.37476348118759,,,
6.07764224334903,24.503404035596,20.7827715355805,-3.72063250001548,,,
4.4188406077966,23.7303753909894,19.7946127946128,-3.93576259637657,,,
1.94591014905531,22.5779494228955,21.5043859649123,-1.07356345798318,,,
2.30258509299405,22.7441657700275,22.5781637717122,-0.166001998315306,,,
5.14166355650266,24.0672226862615,21.5482093663912,-2.51901331987031,,,
4.27666611901606,23.6641197580046,15.9059829059829,-7.75813685202171,,,
2.39789527279837,22.7885818698988,21.2089552238806,-1.57962664601816,,,
4.7361984483945,23.8782693260535,23.975,0.096730673946496,,,
5.8111409929767,24.3792101018875,19.1085972850679,-5.27061281681966,,,
6.46146817635372,24.6822731869136,23.5961538461538,-1.08611934075975,,,
6.0591231955818,24.4947738569851,22.4871794871795,-2.0075943698056,,,
6.21460809842219,24.5672323602343,20.1398601398601,-4.42737222037417,,,
5.32300997913841,24.1517330799637,22.2967741935484,-1.8549588864153,,,
6.289715570909,24.602233668656,24.1229508196721,-0.479282848983832,,,
5.72031177660741,24.3368822041355,0,-24.3368822041355,,,
5.63835466933375,24.2986888540725,18.4512195121951,-5.84746934187739,,,
5.73334127689775,24.342954163997,21.72,-2.62295416399701,,,
5.47646355193151,24.2232449502464,30.1081081081081,5.88486315786176,,,
5.73979291217923,24.3459607313709,19.6842105263158,-4.66175020505507,,,
5.36129216570943,24.1695732039202,20.8507462686567,-3.31882693526351,,,
5.12989871492307,24.0617400780066,19.400641025641,-4.6610990523656,,,
4.68213122712422,23.8530731182126,32,8.1469268817874,,,
4.51085950651685,23.7732577001403,28.6803652968037,4.90710759666331,,,
5.29330482472449,24.1378899930253,20.3225806451613,-3.81530934786405,,,
5.25749537202778,24.1212022034253,24.359375,0.238172796574663,,,
3.04452243772342,23.0899206859178,29.2857142857143,6.19579359979647,,,
4.87519732320115,23.9430450710797,41.1764705882353,17.2334255171556,,,
5.43372200355424,24.2033266908823,26.3711340206186,2.16780732973627,,,
0,21.6711235235169,15,-6.67112352351686,,,
4.71849887129509,23.8700210341529,20.7261904761905,-3.14383055796241,,,
2.77258872223978,22.9631951347743,19.6627906976744,-3.30040443709986,,,
2.83321334405622,22.9914471983292,14.6818181818182,-8.30962901651097,,,
2.39789527279837,22.7885818698988,19.02,-3.76858186989875,,,
2.70805020110221,22.9331191302355,16.5434782608696,-6.38964086936589,,,
2.70805020110221,22.9331191302355,16.4423076923077,-6.49081143792776,,,
1.94591014905531,22.5779494228955,15.325,-7.25294942289547,,,
3.63758615972639,23.3662980630312,13.0731707317073,-10.2931273313238,,,
2.30258509299405,22.7441657700275,18.9090909090909,-3.83507486093655,,,
3.36729582998647,23.240338356475,18.8351648351648,-4.40517352131013,,,
5.79301360838414,24.3707624447105,23.5161290322581,-0.85463341245244,,,
6.3135480462771,24.6133399912786,28.6527777777778,4.03943778649917,,,
6.36818718635049,24.6388027226192,27,2.3611972773808,,,
4.80402104473326,23.9098757632536,27.9083333333333,3.99845757007976,,,
5.34710753071747,24.1629629324284,21.6164383561644,-2.54652457626403,,,
6.82546003625531,24.851899336344,23.771186440678,-1.08071289566601,,,
6.71295620067707,24.7994707121697,22.5733333333333,-2.22613737883634,,,
6.7428806357919,24.8134159874947,18.4450261780105,-6.36838980948426,,,
5.4380793089232,24.2053572663238,22.6842105263158,-1.52114674000801,,,
4.94875989037817,23.9773264284041,27.8541666666667,3.87684023826256,,,
2.99573227355399,23.0671836728418,22.3475177304965,-0.719665942345365,,,
4.85981240436167,23.9358754477185,30.7702702702703,6.83439482255174,,,
5.66642668811243,24.3117708731414,32.0740740740741,7.76230320093264,,,
1.94591014905531,22.5779494228955,17.5125,-5.06544942289547,,,
3.97029191355212,23.5213443762373,14.9864864864865,-8.53485788975083,,,
6.12468339089421,24.5253259783698,21.9444444444444,-2.58088153392531,,,
6.66057514983969,24.7750602872798,20.5639097744361,-4.21115051284368,,,
4.07753744390572,23.5713225443272,19.7111111111111,-3.86021143321605,,,
3.36729582998647,23.240338356475,16.1904761904762,-7.04986216599878,,,
3.85014760171006,23.4653551653818,17.5581395348837,-5.90721563049805,,,
5.66988092298052,24.3133806029856,21.0707070707071,-3.2426735322785,,,
3.63758615972639,23.3662980630312,18.6,-4.76629806303116,,,
5.66296048013595,24.3101555636333,59.0333333333333,34.7231777697,,,
2.07944154167984,22.6401772319599,22.9787234042553,0.338546172295391,,,
0,21.6711235235169,14.188679245283,-7.48244427823384,,,
4.90527477843843,23.9570616562801,19.4261603375527,-4.5309013187274,,,
4.11087386417331,23.5868578604392,20.7088607594937,-2.87799710094555,,,
3.93182563272433,23.5034184613515,24.3013698630137,0.7979514016622,,,
3.68887945411394,23.3902015756562,27.6575342465753,4.26733267091917,,,
4.18965474202643,23.6235710357354,25.5697674418605,1.94619640612501,,,
3.36729582998647,23.240338356475,25.5925925925926,2.35225423611763,,,
4.91998092582813,23.9639149610638,21.517453798768,-2.44646116229581,,,
3.25809653802148,23.1894497035761,28.1857923497268,4.99634264615068,,,
1.38629436111989,22.3171593291456,25.375,3.05784067085443,,,
5.92425579741453,24.4319234475254,22.979381443299,-1.45254200422643,,,
7.25559127425367,25.0523475157926,20.8688524590164,-4.18349505677618,,,
5.06259503302697,24.0303754634089,24.6072874493927,0.57691198598382,,,
4.02535169073515,23.5470031313385,29.1638418079096,5.61683867657107,,,
3.52636052461616,23.3144651011435,22.4426229508197,-0.871842150323836,,,
2.07944154167984,22.6401772319599,28.4366197183099,5.79644248634993,,,
5.46806014113513,24.2193288236169,21.2575342465753,-2.96179457704154,,,
3.58351893845611,23.3411018551903,28.2834008097166,4.94229895452634,,,
5.30330490805908,24.1425501951257,26.9046052631579,2.76205506803219,,,
2.56494935746154,22.8664318007617,26.0478589420655,3.18142714130375,,,
5.36129216570943,24.1695732039202,23.3315217391304,-0.838051464789796,,,
7.71467747380093,25.2662891800564,24.2454212454212,-1.02086793463515,,,
5.63121178182137,24.2953601518733,20.3744680851064,-3.92089206676695,,,
3.78418963391826,23.4346176755275,34.3615819209039,10.9269642453765,,,
2.484906649788,22.8291305921679,27.5849056603774,4.75577506820945,,,
4.71849887129509,23.8700210341529,24.856,0.985978965847114,,,
7.46851327149634,25.1515726427805,22.8392857142857,-2.31228692849477,,,
4.80402104473326,23.9098757632536,18.8863636363636,-5.02351212688994,,,
2.19722457733622,22.6950660495616,22.5761589403973,-0.118907109164198,,,
3.13549421592915,23.1323150198132,17.1632653061224,-5.96904971369075,,,
4.26267987704132,23.6576019408979,34.5982142857143,10.9406123448164,,,
5.10594547390058,24.0505774766173,25.49375,1.44317252338266,,,
0.693147180559945,21.9941414263312,19.5645161290323,-2.42962529729896,,,
1.6094379124341,22.4211478672131,25.4233128834356,3.00216501622247,,,
2.56494935746154,22.8664318007617,25.3905325443787,2.52410074361696,,,
3.8286413964891,23.4553329226276,24.8531468531469,1.3978139305193,,,
4.14313472639153,23.6018919489402,18.3776223776224,-5.22426957131778,,,
5.73009978297357,24.3414435749061,28.6301369863014,4.2886934113953,,,
1.38629436111989,22.3171593291456,21.4450261780105,-0.872133151135099,,,
4.76217393479776,23.8903743268064,27.8961038961039,4.00572956929747,,,
2.63905732961526,22.9009673257098,26.3384615384615,3.43749421275172,,,
7.45240245122364,25.1440647375,20.4978723404255,-4.64619239707443,,,
6.64768837356333,24.7690548391389,35.1857707509881,10.4167159118492,,,
0,21.6711235235169,8.33333333333333,-13.3377901901835,,,
4.44265125649032,23.7414715420254,24.7278106508876,0.986339108862175,,,
3.8286413964891,23.4553329226276,25.577519379845,2.12218645721741,,,
3.91202300542815,23.4941901137237,30.66015625,7.16596613627629,,,
2.30258509299405,22.7441657700275,21,-1.74416577002746,,,
0.693147180559945,21.9941414263312,22.6369863013699,0.642844875038644,,,
1.79175946922806,22.5061126893536,20.2176165803109,-2.28849610904268,,,
0.693147180559945,21.9941414263312,28.7636363636364,6.76949493730514,,,
1.6094379124341,22.4211478672131,21.47,-0.951147867213109,,,
1.6094379124341,22.4211478672131,22.3265306122449,-0.09461725496821,,,
2.484906649788,22.8291305921679,20.7435897435897,-2.08554084857817,,,
4.78749174278205,23.9021728386785,33.959375,10.0572021613215,,,
3.04452243772342,23.0899206859178,23.1724137931034,0.082493107185638,,,
2.19722457733622,22.6950660495616,11.1428571428571,-11.5522089067044,,,
4.87519732320115,23.9430450710797,25.2673031026253,1.32425803154556,,,
4.85981240436167,23.9358754477185,26.9610894941634,3.02521404644489,,,
3.87120101090789,23.4751663977966,35.04,11.5648336022034,,,
3.25809653802148,23.1894497035761,28.9141791044776,5.72472940090152,,,
5.30330490805908,24.1425501951257,23.3412698412698,-0.801280353855862,,,
2.83321334405622,22.9914471983292,18.0289855072464,-4.96246169108278,,,
3.52636052461616,23.3144651011435,26.3095238095238,2.9950587083803,,,
5.95583736946483,24.4466409757176,17.6135458167331,-6.83309515898458,,,
0.693147180559945,21.9941414263312,37.72,15.7258585736688,,,
1.6094379124341,22.4211478672131,21.8363636363636,-0.584784230849472,,,
1.6094379124341,22.4211478672131,25.3917525773196,2.97060471010648,,,
1.09861228866811,22.1830947865392,16.6046511627907,-5.57844362374851,,,
1.38629436111989,22.3171593291456,31.7916666666667,9.4745073375211,,,
2.484906649788,22.8291305921679,29.9875,7.15836940783209,,,
2.77258872223978,22.9631951347743,22.5106382978723,-0.452556836901941,,,
2.484906649788,22.8291305921679,21.5888888888889,-1.24024170327903,,,
1.79175946922806,22.5061126893536,21.3733333333333,-1.13277935602023,,,
2.30258509299405,22.7441657700275,19.9512195121951,-2.79294625783234,,,
2.39789527279837,22.7885818698988,39.8488372093023,17.0602553394036,,,
0,21.6711235235169,9.63157894736842,-12.0395445761484,,,
1.09861228866811,22.1830947865392,23.5507246376812,1.36762985114196,,,
1.38629436111989,22.3171593291456,24.1851851851852,1.86802585603962,,,
0.693147180559945,21.9941414263312,17.7407407407407,-4.25340068559048,,,
2.83321334405622,22.9914471983292,30.375,7.38355280167085,,,
4.14313472639153,23.6018919489402,23.5523012552301,-0.049590693710027,,,
3.8286413964891,23.4553329226276,30.9,7.44466707737244,,,
3.17805383034795,23.1521484949823,30.5149700598802,7.36282156489797,,,
4.15888308335967,23.609230940403,25.7055555555556,2.09632461515256,,,
1.09861228866811,22.1830947865392,36.2647058823529,14.0816110958137,,,
2.39789527279837,22.7885818698988,26.5925925925926,3.80401072269384,,,
1.09861228866811,22.1830947865392,17,-5.1830947865392,,,
0,21.6711235235169,20.7796610169492,-0.891462506567709,,,
